transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,channel,description,balance_after,status
TXN00002693,ACC0000527,2022-12-28,9:25:00,Transfer,1381.01,Mobile,Transfer,5319.21,Completed
TXN00000584,ACC0000527,2023-01-08,12:02:00,Credit,11894.28,Online,Investment,5319.21,Pending
TXN00002390,ACC0000528,2022-03-01,12:29:00,Credit,9251.7,Branch,Refund,3509.16,Pending
TXN00000917,ACC0000528,2022-04-20,8:00:00,ATM Withdrawal,7654.79,ATM,Utility,3509.16,Failed
TXN00004417,ACC0000528,2022-10-06,12:39:00,Interest,2602.08,Branch,Investment,6111.24,Completed
TXN00000524,ACC0000528,2023-06-05,10:10:00,Interest,5243.33,Online,Investment,6111.24,Failed
TXN00004103,ACC0000529,2023-11-08,10:35:00,Interest,2464.86,Branch,Investment,5281.83,Completed
TXN00001706,ACC0000529,2023-11-10,18:31:00,Debit,11870.36,Mobile,Purchase,5281.83,Failed
TXN00000845,ACC0000529,2023-12-22,19:18:00,Debit,14540.24,Online,Rent,5281.83,Pending
TXN00001858,ACC0000529,2024-03-08,19:33:00,Debit,1779.42,Mobile,Utility,3502.41,Completed
TXN00004564,ACC0000529,2024-04-14,22:27:00,ATM Withdrawal,1710.73,ATM,Rent,1791.68,Completed
TXN00003212,ACC0000529,2024-05-23,19:08:00,Fee,11914.24,Branch,Utility,1791.68,Pending
TXN00002080,ACC0000529,2024-10-20,19:10:00,Credit,10709.49,Online,Refund,1791.68,Pending
TXN00003253,ACC0000530,2022-12-31,20:12:00,Interest,13333.44,Online,Investment,24538.15,Completed
TXN00004177,ACC0000530,2023-04-18,13:44:00,Transfer,5933.65,Wire Transfer,Rent,24538.15,Pending
TXN00001426,ACC0000530,2023-09-28,11:51:00,ATM Withdrawal,11302.59,ATM,Utility,24538.15,Pending
TXN00003337,ACC0000531,2022-02-22,11:14:00,ATM Withdrawal,8347.05,ATM,Rent,37642.44,Failed
TXN00001039,ACC0000531,2022-10-27,12:41:00,Credit,6501.84,Branch,Salary,37642.44,Pending
TXN00001615,ACC0000531,2022-11-16,11:16:00,Debit,7260.4,POS,Purchase,30382.04,Completed
TXN00004527,ACC0000531,2022-12-23,20:54:00,ATM Withdrawal,2381.48,ATM,Purchase,30382.04,Failed
TXN00001240,ACC0000531,2023-06-25,9:50:00,Debit,7981.2,POS,Rent,30382.04,Pending
TXN00002503,ACC0000531,2023-10-27,11:37:00,ATM Withdrawal,4573.02,ATM,Rent,25809.02,Completed
TXN00004392,ACC0000531,2023-12-14,13:23:00,Fee,2521.33,Online,Utility,23287.69,Completed
TXN00000928,ACC0000531,2024-11-28,13:07:00,Credit,8066.79,Online,Investment,31354.48,Completed
TXN00002705,ACC0000531,2024-12-12,10:01:00,Fee,11675.0,Branch,Utility,31354.48,Pending
TXN00000661,ACC0000532,2018-08-21,8:11:00,Debit,460.1,Online,Purchase,69346.42,Completed
TXN00003260,ACC0000532,2020-02-13,20:24:00,Interest,6456.28,Branch,Investment,69346.42,Failed
TXN00003326,ACC0000532,2021-12-18,12:51:00,Interest,2572.1,Online,Investment,71918.52,Completed
TXN00003172,ACC0000532,2022-04-08,20:25:00,Interest,8028.28,Online,Investment,79946.8,Completed
TXN00001176,ACC0000532,2022-04-11,8:17:00,Debit,6870.27,POS,Purchase,73076.53,Completed
TXN00001847,ACC0000532,2022-11-17,22:46:00,Debit,8862.65,Mobile,Utility,64213.88,Completed
TXN00000518,ACC0000532,2022-11-24,15:30:00,Credit,12372.25,Online,Investment,64213.88,Pending
TXN00004678,ACC0000532,2023-03-31,14:17:00,Debit,4813.75,POS,Utility,64213.88,Pending
TXN00001668,ACC0000532,2023-05-22,13:57:00,Fee,4885.19,Mobile,Utility,64213.88,Failed
TXN00001561,ACC0000532,2023-06-18,17:14:00,Interest,2609.27,Branch,Investment,64213.88,Failed
TXN00000476,ACC0000532,2023-06-27,17:12:00,Fee,14377.25,Mobile,Utility,64213.88,Failed
TXN00001835,ACC0000532,2023-07-19,15:01:00,Interest,10514.55,Online,Investment,64213.88,Failed
TXN00003052,ACC0000533,2023-03-09,21:27:00,Debit,2846.29,POS,Rent,15413.05,Pending
TXN00001133,ACC0000533,2023-04-09,13:17:00,Fee,6589.89,Mobile,Utility,15413.05,Failed
TXN00003286,ACC0000533,2023-04-19,13:15:00,Interest,319.87,Branch,Investment,15413.05,Failed
TXN00001140,ACC0000533,2023-04-23,12:42:00,Transfer,3408.09,Branch,Investment,15413.05,Failed
TXN00003339,ACC0000533,2023-05-09,21:42:00,Fee,4652.34,Online,Utility,10760.71,Completed
TXN00000929,ACC0000533,2023-06-06,15:04:00,Credit,13976.41,Mobile,Investment,10760.71,Failed
TXN00004088,ACC0000533,2023-10-05,11:06:00,ATM Withdrawal,7850.98,ATM,Purchase,10760.71,Failed
TXN00000976,ACC0000533,2024-06-28,18:48:00,Fee,9752.32,Mobile,Utility,10760.71,Failed
TXN00000454,ACC0000534,2023-03-08,10:49:00,Debit,14537.2,POS,Rent,19709.86,Completed
TXN00000718,ACC0000534,2023-04-28,10:17:00,Fee,2652.59,Online,Utility,19709.86,Failed
TXN00004245,ACC0000534,2023-08-19,10:34:00,Credit,3680.33,Mobile,Salary,19709.86,Pending
TXN00003485,ACC0000534,2023-11-06,10:26:00,Debit,2375.2,POS,Purchase,17334.66,Completed
TXN00000694,ACC0000534,2023-11-09,13:42:00,Debit,3322.38,Mobile,Purchase,14012.28,Completed
TXN00002793,ACC0000534,2023-11-09,18:06:00,Interest,4684.8,Branch,Investment,18697.08,Completed
TXN00004921,ACC0000534,2024-02-23,18:20:00,Debit,1208.39,Mobile,Utility,18697.08,Failed
TXN00000355,ACC0000534,2024-12-03,15:13:00,Credit,8230.63,Online,Refund,18697.08,Failed
TXN00000142,ACC0000535,2024-02-17,22:59:00,Fee,815.88,Mobile,Utility,11401.05,Pending
TXN00003456,ACC0000535,2024-03-13,14:20:00,Credit,12409.53,Online,Investment,11401.05,Pending
TXN00004369,ACC0000535,2024-04-22,12:34:00,Credit,2265.54,Mobile,Refund,13666.59,Completed
TXN00001470,ACC0000535,2024-07-09,19:51:00,Debit,9529.57,Online,Rent,13666.59,Failed
TXN00001488,ACC0000535,2024-08-26,10:07:00,Transfer,1634.9,Branch,Investment,13666.59,Pending
TXN00000603,ACC0000535,2024-09-08,18:53:00,ATM Withdrawal,557.76,ATM,Purchase,13108.83,Completed
TXN00001398,ACC0000535,2024-11-05,18:16:00,Debit,6085.65,POS,Purchase,13108.83,Failed
TXN00003201,ACC0000536,2022-07-01,11:59:00,Debit,6247.42,POS,Purchase,28999.96,Completed
TXN00001963,ACC0000536,2023-06-16,15:27:00,ATM Withdrawal,9887.08,ATM,Purchase,28999.96,Pending
TXN00000431,ACC0000536,2024-02-04,17:07:00,Credit,3574.52,Online,Salary,32574.48,Completed
TXN00004784,ACC0000536,2024-04-07,14:08:00,Debit,9769.09,Online,Purchase,32574.48,Failed
TXN00004889,ACC0000536,2024-06-03,21:03:00,ATM Withdrawal,3845.83,ATM,Rent,28728.65,Completed
TXN00001219,ACC0000537,2022-01-04,19:29:00,ATM Withdrawal,5190.49,ATM,Utility,23922.83,Pending
TXN00004062,ACC0000537,2022-06-09,13:20:00,Transfer,12984.07,Mobile,Investment,10938.76,Completed
TXN00003150,ACC0000537,2022-10-06,13:10:00,Credit,12030.32,Online,Investment,10938.76,Pending
TXN00003205,ACC0000537,2023-06-09,15:15:00,Debit,3433.45,POS,Purchase,7505.31,Completed
TXN00000580,ACC0000537,2023-09-09,11:25:00,Credit,5815.99,Branch,Refund,13321.3,Completed
TXN00004702,ACC0000537,2024-03-12,12:37:00,Credit,10628.07,Mobile,Refund,23949.37,Completed
TXN00001152,ACC0000538,2023-04-18,10:54:00,Interest,10545.57,Branch,Investment,1351.18,Failed
TXN00004413,ACC0000538,2023-05-07,15:31:00,Fee,4077.67,Branch,Utility,1351.18,Failed
TXN00004932,ACC0000538,2024-04-29,21:22:00,Transfer,13442.64,Mobile,Rent,1351.18,Pending
TXN00002311,ACC0000538,2024-12-20,8:08:00,Credit,7216.82,Online,Refund,1351.18,Failed
TXN00001895,ACC0000539,2022-02-02,17:48:00,Transfer,11210.93,Mobile,Rent,7847.5,Failed
TXN00003800,ACC0000539,2024-05-10,15:20:00,Credit,11079.79,Mobile,Refund,7847.5,Pending
TXN00004030,ACC0000539,2024-10-13,19:52:00,Debit,3312.7,Online,Rent,7847.5,Pending
TXN00003929,ACC0000539,2024-11-30,21:05:00,ATM Withdrawal,12840.0,ATM,Rent,7847.5,Pending
TXN00001034,ACC0000540,2022-11-21,14:18:00,ATM Withdrawal,8952.35,ATM,Rent,3809.84,Failed
TXN00003105,ACC0000540,2023-02-11,11:40:00,ATM Withdrawal,2673.76,ATM,Purchase,1136.08,Completed
TXN00003059,ACC0000540,2023-08-01,10:36:00,Interest,8802.66,Online,Investment,9938.74,Completed
TXN00004813,ACC0000540,2023-10-19,22:09:00,Interest,9533.59,Branch,Investment,9938.74,Failed
TXN00002014,ACC0000540,2024-07-21,16:30:00,Credit,10939.78,Online,Salary,9938.74,Failed
TXN00003762,ACC0000540,2024-12-26,8:57:00,Interest,4410.2,Online,Investment,9938.74,Failed
TXN00002079,ACC0000541,2022-07-17,15:16:00,Fee,14029.44,Online,Utility,15855.08,Failed
TXN00001852,ACC0000541,2022-10-23,11:06:00,Transfer,227.45,Mobile,Transfer,15855.08,Failed
TXN00002143,ACC0000541,2022-11-01,16:04:00,Credit,944.93,Mobile,Refund,15855.08,Failed
TXN00002426,ACC0000541,2022-11-30,12:15:00,Interest,3368.84,Online,Investment,19223.92,Completed
TXN00001393,ACC0000541,2023-01-02,17:34:00,ATM Withdrawal,10949.69,ATM,Utility,19223.92,Pending
TXN00000124,ACC0000541,2023-01-09,11:07:00,Transfer,10315.64,Online,Rent,19223.92,Pending
TXN00001833,ACC0000541,2023-03-18,10:21:00,Fee,10453.4,Mobile,Utility,8770.52,Completed
TXN00002560,ACC0000541,2023-10-30,9:03:00,Debit,3441.89,Mobile,Rent,8770.52,Failed
TXN00001715,ACC0000541,2024-03-29,14:40:00,Debit,6575.48,Online,Purchase,2195.04,Completed
TXN00001237,ACC0000541,2024-12-14,18:05:00,Credit,6130.04,Online,Refund,2195.04,Pending
TXN00001125,ACC0000542,2022-06-18,17:26:00,Interest,2171.92,Branch,Investment,17702.32,Completed
TXN00000273,ACC0000542,2022-12-02,13:12:00,Transfer,11049.97,Mobile,Rent,17702.32,Pending
TXN00002953,ACC0000542,2023-08-09,13:57:00,Interest,10909.1,Online,Investment,28611.42,Completed
TXN00001350,ACC0000542,2023-08-27,12:43:00,ATM Withdrawal,8089.41,ATM,Rent,28611.42,Failed
TXN00002618,ACC0000542,2023-09-16,12:06:00,Fee,4704.32,Online,Utility,23907.1,Completed
TXN00001742,ACC0000542,2024-04-09,22:30:00,Transfer,1460.0,Wire Transfer,Rent,23907.1,Pending
TXN00004977,ACC0000542,2024-12-29,20:28:00,Credit,7318.15,Branch,Salary,31225.25,Completed
TXN00001729,ACC0000543,2022-02-15,14:39:00,Interest,3805.92,Online,Investment,18470.63,Failed
TXN00003658,ACC0000543,2022-07-20,16:44:00,Debit,4967.04,POS,Rent,13503.59,Completed
TXN00001687,ACC0000543,2022-08-11,18:25:00,Fee,10424.96,Mobile,Utility,3078.63,Completed
TXN00000348,ACC0000543,2023-08-28,21:44:00,Interest,5291.19,Branch,Investment,3078.63,Failed
TXN00002113,ACC0000543,2024-03-02,12:29:00,Interest,13567.38,Branch,Investment,16646.01,Completed
TXN00001434,ACC0000543,2024-06-19,9:07:00,Credit,2981.06,Mobile,Refund,19627.07,Completed
TXN00000394,ACC0000543,2024-10-16,19:05:00,ATM Withdrawal,14653.78,ATM,Utility,19627.07,Failed
TXN00000392,ACC0000543,2024-12-02,8:26:00,ATM Withdrawal,1841.33,ATM,Utility,19627.07,Pending
TXN00002431,ACC0000544,2022-03-19,9:35:00,Credit,3226.98,Branch,Salary,30149.96,Pending
TXN00001062,ACC0000544,2023-01-27,22:55:00,Transfer,8555.05,Branch,Rent,30149.96,Failed
TXN00000945,ACC0000544,2023-02-11,20:21:00,Fee,11448.07,Branch,Utility,30149.96,Pending
TXN00001735,ACC0000544,2023-06-14,17:23:00,Credit,13649.93,Online,Salary,30149.96,Pending
TXN00004677,ACC0000544,2024-01-14,15:30:00,Transfer,14882.42,Wire Transfer,Rent,30149.96,Failed
TXN00001962,ACC0000544,2024-08-07,22:05:00,Debit,5487.83,Online,Utility,24662.13,Completed
TXN00001245,ACC0000544,2024-12-13,12:11:00,Transfer,9509.38,Branch,Rent,15152.75,Completed
TXN00003596,ACC0000545,2022-11-18,21:44:00,Interest,11288.83,Branch,Investment,38459.37,Failed
TXN00003261,ACC0000545,2023-02-06,8:07:00,Debit,1003.86,POS,Purchase,38459.37,Pending
TXN00003041,ACC0000545,2023-04-30,12:20:00,Fee,5487.36,Online,Utility,32972.01,Completed
TXN00002797,ACC0000545,2023-06-30,17:19:00,Credit,2491.58,Online,Investment,32972.01,Failed
TXN00000549,ACC0000545,2023-07-11,9:11:00,Credit,14764.03,Mobile,Salary,32972.01,Failed
TXN00000470,ACC0000546,2023-06-09,17:39:00,Debit,2342.61,POS,Rent,45408.25,Completed
TXN00001652,ACC0000546,2023-08-11,19:12:00,Debit,13075.12,POS,Purchase,45408.25,Pending
TXN00004252,ACC0000546,2023-10-16,19:55:00,ATM Withdrawal,9286.05,ATM,Purchase,45408.25,Failed
TXN00000209,ACC0000546,2023-11-22,20:40:00,Credit,896.27,Branch,Refund,46304.52,Completed
TXN00004329,ACC0000546,2023-11-25,9:35:00,Credit,7556.82,Branch,Refund,53861.34,Completed
TXN00000401,ACC0000546,2024-02-17,21:20:00,Fee,13953.15,Mobile,Utility,53861.34,Pending
TXN00004643,ACC0000546,2024-05-17,19:02:00,Debit,10955.68,Mobile,Rent,42905.66,Completed
TXN00000103,ACC0000546,2024-10-05,14:13:00,Credit,1063.1,Branch,Refund,42905.66,Failed
TXN00002506,ACC0000547,2022-03-14,10:48:00,Transfer,1034.47,Wire Transfer,Transfer,51106.86,Completed
TXN00000673,ACC0000547,2022-05-10,11:18:00,Interest,6431.28,Branch,Investment,57538.14,Completed
TXN00004795,ACC0000547,2022-07-29,19:54:00,Transfer,8008.42,Mobile,Transfer,57538.14,Failed
TXN00003426,ACC0000547,2022-11-04,20:03:00,Interest,272.07,Online,Investment,57810.21,Completed
TXN00002810,ACC0000547,2023-05-22,17:59:00,Fee,3981.19,Mobile,Utility,53829.02,Completed
TXN00003768,ACC0000547,2023-06-08,13:12:00,Interest,12621.05,Online,Investment,66450.07,Completed
TXN00004792,ACC0000547,2024-10-11,12:30:00,ATM Withdrawal,11251.68,ATM,Purchase,66450.07,Pending
TXN00003585,ACC0000548,2022-06-18,22:37:00,Fee,14866.03,Branch,Utility,3347.97,Pending
TXN00001263,ACC0000548,2023-04-20,12:12:00,ATM Withdrawal,758.15,ATM,Purchase,3347.97,Pending
TXN00003495,ACC0000548,2023-05-27,17:46:00,ATM Withdrawal,1622.65,ATM,Rent,3347.97,Pending
TXN00002402,ACC0000548,2023-07-17,20:57:00,Interest,5221.23,Online,Investment,3347.97,Pending
TXN00002592,ACC0000548,2023-11-03,12:41:00,Debit,12048.04,POS,Utility,3347.97,Failed
TXN00001317,ACC0000548,2024-06-28,19:28:00,Interest,9526.02,Branch,Investment,3347.97,Failed
TXN00003983,ACC0000548,2024-08-08,18:15:00,Transfer,3714.02,Mobile,Transfer,3347.97,Failed
TXN00002865,ACC0000549,2023-01-25,10:18:00,Debit,10035.86,Mobile,Rent,26507.05,Failed
TXN00003278,ACC0000549,2023-04-02,17:33:00,Credit,4627.43,Branch,Investment,26507.05,Failed
TXN00004664,ACC0000549,2023-04-04,11:58:00,Transfer,9959.59,Online,Transfer,26507.05,Pending
TXN00003441,ACC0000549,2023-10-13,13:15:00,Transfer,12075.0,Online,Rent,26507.05,Failed
TXN00003576,ACC0000549,2023-11-17,16:11:00,Fee,3432.4,Online,Utility,26507.05,Pending
TXN00002809,ACC0000549,2023-12-20,17:47:00,Fee,2884.06,Mobile,Utility,26507.05,Pending
TXN00003677,ACC0000550,2022-04-17,21:17:00,Fee,2662.22,Online,Utility,27563.1,Pending
TXN00001649,ACC0000550,2023-02-21,12:19:00,Credit,2338.96,Mobile,Refund,27563.1,Failed
TXN00000937,ACC0000550,2023-09-12,20:43:00,Interest,5159.9,Online,Investment,27563.1,Pending
TXN00003840,ACC0000550,2024-01-18,13:33:00,Credit,2359.59,Online,Refund,27563.1,Pending
TXN00001453,ACC0000550,2024-03-09,15:14:00,Debit,5682.96,POS,Rent,21880.14,Completed
TXN00003375,ACC0000550,2024-03-26,16:16:00,Credit,968.59,Online,Refund,22848.73,Completed
TXN00004199,ACC0000550,2024-07-19,13:19:00,ATM Withdrawal,4838.75,ATM,Rent,22848.73,Failed
TXN00002037,ACC0000550,2024-08-25,19:41:00,Fee,12745.36,Branch,Utility,22848.73,Failed
TXN00002267,ACC0000551,2022-08-07,22:21:00,Transfer,9010.49,Wire Transfer,Rent,14277.36,Pending
TXN00001766,ACC0000551,2023-04-21,20:47:00,ATM Withdrawal,2263.58,ATM,Purchase,14277.36,Pending
TXN00001425,ACC0000551,2024-12-02,14:43:00,Credit,14300.21,Mobile,Investment,14277.36,Pending
TXN00002383,ACC0000552,2022-05-09,15:19:00,Credit,10243.01,Online,Refund,28845.9,Completed
TXN00003417,ACC0000552,2022-06-20,10:47:00,Interest,12280.09,Online,Investment,28845.9,Failed
TXN00000879,ACC0000552,2022-06-24,11:50:00,Transfer,5059.4,Mobile,Transfer,28845.9,Pending
TXN00000452,ACC0000552,2022-09-27,18:21:00,ATM Withdrawal,106.84,ATM,Utility,28845.9,Failed
TXN00002273,ACC0000552,2022-10-03,21:15:00,Credit,10931.39,Online,Refund,39777.29,Completed
TXN00004079,ACC0000552,2023-04-19,8:20:00,Credit,6719.94,Mobile,Salary,46497.23,Completed
TXN00004822,ACC0000552,2023-08-05,14:52:00,Transfer,13971.63,Mobile,Investment,32525.6,Completed
TXN00004221,ACC0000552,2023-09-28,22:01:00,Debit,12576.92,POS,Utility,32525.6,Failed
TXN00004924,ACC0000552,2023-10-15,18:15:00,Transfer,640.32,Wire Transfer,Investment,32525.6,Pending
TXN00000347,ACC0000552,2023-10-30,20:10:00,Credit,2931.93,Branch,Refund,35457.53,Completed
TXN00003392,ACC0000552,2024-03-22,18:21:00,ATM Withdrawal,3431.47,ATM,Utility,32026.06,Completed
TXN00000739,ACC0000552,2024-09-03,9:03:00,Fee,2392.54,Online,Utility,29633.52,Completed
TXN00001318,ACC0000552,2024-09-27,16:17:00,Transfer,14798.79,Online,Transfer,29633.52,Pending
TXN00002323,ACC0000552,2024-11-09,8:45:00,Fee,10634.99,Online,Utility,29633.52,Failed
TXN00002873,ACC0000553,2022-11-06,13:17:00,Credit,6102.96,Online,Salary,63132.24,Completed
TXN00001036,ACC0000553,2022-11-25,15:40:00,Transfer,10013.48,Online,Rent,53118.76,Completed
TXN00003664,ACC0000553,2023-07-06,16:26:00,ATM Withdrawal,8984.73,ATM,Rent,53118.76,Pending
TXN00002601,ACC0000553,2023-07-08,16:27:00,Fee,521.37,Branch,Utility,53118.76,Pending
TXN00002639,ACC0000553,2023-09-08,11:44:00,Credit,14031.83,Mobile,Salary,67150.59,Completed
TXN00003614,ACC0000553,2023-09-26,10:58:00,Interest,7029.81,Online,Investment,67150.59,Failed
TXN00003807,ACC0000553,2024-01-13,13:50:00,Interest,4801.95,Branch,Investment,67150.59,Failed
TXN00001796,ACC0000553,2024-04-04,18:39:00,ATM Withdrawal,5039.17,ATM,Purchase,67150.59,Pending
TXN00002896,ACC0000553,2024-06-13,20:35:00,ATM Withdrawal,2067.88,ATM,Purchase,67150.59,Pending
TXN00001177,ACC0000554,2022-04-05,13:48:00,Transfer,10730.17,Mobile,Rent,18587.9,Failed
TXN00000805,ACC0000554,2022-08-18,10:25:00,Credit,9338.16,Online,Salary,27926.06,Completed
TXN00003979,ACC0000554,2023-06-17,10:31:00,Credit,14853.46,Branch,Refund,42779.52,Completed
TXN00000245,ACC0000554,2023-10-14,13:34:00,Transfer,2656.99,Branch,Rent,42779.52,Failed
TXN00000339,ACC0000554,2024-03-20,16:45:00,ATM Withdrawal,5550.0,ATM,Rent,37229.52,Completed
TXN00000791,ACC0000554,2024-05-10,12:27:00,Credit,8758.16,Mobile,Refund,37229.52,Failed
TXN00004138,ACC0000554,2024-08-19,20:38:00,Credit,1452.33,Branch,Investment,37229.52,Pending
TXN00003297,ACC0000554,2024-11-30,10:47:00,Transfer,4616.83,Online,Transfer,37229.52,Failed
TXN00003405,ACC0000555,2022-03-12,21:25:00,Credit,7288.93,Mobile,Investment,18462.8,Completed
TXN00002129,ACC0000555,2022-09-21,17:13:00,Transfer,3637.47,Mobile,Rent,18462.8,Failed
TXN00004740,ACC0000555,2023-01-29,19:59:00,Fee,3623.55,Mobile,Utility,18462.8,Pending
TXN00001032,ACC0000555,2023-04-17,14:49:00,Interest,9810.83,Branch,Investment,18462.8,Pending
TXN00000313,ACC0000555,2023-06-09,15:03:00,ATM Withdrawal,11410.08,ATM,Utility,7052.72,Completed
TXN00004105,ACC0000555,2024-05-05,12:19:00,ATM Withdrawal,12187.87,ATM,Rent,7052.72,Failed
TXN00002118,ACC0000555,2024-09-10,18:28:00,Debit,2865.52,Online,Purchase,4187.2,Completed
TXN00003578,ACC0000556,2023-01-25,22:00:00,Credit,11965.47,Mobile,Refund,22226.34,Pending
TXN00004151,ACC0000556,2023-11-13,20:14:00,Credit,12260.61,Online,Refund,22226.34,Failed
TXN00004901,ACC0000556,2023-11-21,12:13:00,Interest,8014.09,Branch,Investment,22226.34,Pending
TXN00002720,ACC0000556,2024-03-30,15:44:00,Interest,7209.5,Online,Investment,29435.84,Completed
TXN00000171,ACC0000556,2024-05-30,13:29:00,Fee,9688.09,Mobile,Utility,29435.84,Pending
TXN00001492,ACC0000556,2024-08-21,21:55:00,Fee,6729.52,Mobile,Utility,29435.84,Pending
TXN00004788,ACC0000557,2022-01-09,8:17:00,Credit,2221.79,Mobile,Refund,9516.65,Pending
TXN00004326,ACC0000557,2022-03-20,19:06:00,Debit,13338.32,POS,Utility,9516.65,Pending
TXN00001674,ACC0000557,2022-04-12,19:18:00,Interest,6943.23,Online,Investment,9516.65,Pending
TXN00000947,ACC0000557,2023-04-03,15:20:00,Fee,14012.89,Online,Utility,9516.65,Pending
TXN00000019,ACC0000557,2024-03-21,19:16:00,Fee,11459.06,Online,Utility,9516.65,Failed
TXN00000912,ACC0000557,2024-04-06,22:09:00,Credit,12656.43,Branch,Investment,9516.65,Failed
TXN00001050,ACC0000557,2024-09-23,14:32:00,Transfer,7821.97,Wire Transfer,Transfer,9516.65,Pending
TXN00003644,ACC0000558,2022-02-19,20:36:00,ATM Withdrawal,4894.72,ATM,Utility,4124.08,Pending
TXN00003564,ACC0000558,2022-10-05,11:56:00,Credit,2865.86,Branch,Salary,4124.08,Pending
TXN00003102,ACC0000558,2023-01-27,19:06:00,Debit,3219.02,Online,Rent,905.06,Completed
TXN00001289,ACC0000558,2023-03-02,20:52:00,Fee,5088.02,Mobile,Utility,905.06,Pending
TXN00004747,ACC0000558,2023-04-10,19:14:00,Credit,270.41,Branch,Investment,905.06,Pending
TXN00004910,ACC0000558,2023-06-10,15:10:00,Credit,9925.53,Online,Refund,905.06,Failed
TXN00003681,ACC0000558,2023-08-02,17:48:00,Fee,5426.57,Online,Utility,905.06,Pending
TXN00003631,ACC0000558,2024-04-17,16:11:00,Transfer,686.56,Wire Transfer,Transfer,218.5,Completed
TXN00004146,ACC0000559,2022-08-27,11:54:00,ATM Withdrawal,13310.28,ATM,Rent,49346.41,Failed
TXN00003659,ACC0000559,2023-09-01,17:12:00,Credit,9225.34,Branch,Salary,58571.75,Completed
TXN00002097,ACC0000559,2023-10-02,15:31:00,Fee,9567.41,Branch,Utility,49004.34,Completed
TXN00001951,ACC0000559,2024-02-03,19:15:00,Credit,7829.56,Mobile,Investment,49004.34,Pending
TXN00003090,ACC0000559,2024-02-19,11:21:00,Transfer,12864.8,Online,Transfer,36139.54,Completed
TXN00003570,ACC0000559,2024-03-15,20:32:00,Interest,1005.59,Branch,Investment,36139.54,Pending
TXN00001857,ACC0000559,2024-11-16,22:28:00,Debit,14294.75,POS,Rent,36139.54,Failed
TXN00001307,ACC0000560,2022-10-01,20:51:00,Interest,4711.04,Branch,Investment,14275.7,Failed
TXN00001226,ACC0000560,2023-03-06,10:01:00,Debit,3088.13,Mobile,Utility,14275.7,Pending
TXN00002251,ACC0000560,2023-05-05,10:11:00,Transfer,9477.95,Online,Rent,14275.7,Pending
TXN00000288,ACC0000560,2023-06-10,12:03:00,Interest,419.61,Online,Investment,14275.7,Pending
TXN00003806,ACC0000560,2023-09-19,11:05:00,Debit,3949.67,Online,Rent,14275.7,Pending
TXN00001147,ACC0000560,2024-08-19,20:58:00,Credit,13320.01,Branch,Investment,27595.71,Completed
TXN00001182,ACC0000561,2022-04-15,12:59:00,ATM Withdrawal,9473.19,ATM,Purchase,19626.6,Completed
TXN00002912,ACC0000561,2022-05-08,20:41:00,Credit,11942.31,Branch,Refund,19626.6,Failed
TXN00000395,ACC0000561,2022-07-07,11:55:00,Transfer,11473.58,Branch,Rent,8153.02,Completed
TXN00003897,ACC0000561,2022-11-21,19:46:00,Interest,8394.13,Online,Investment,8153.02,Pending
TXN00001018,ACC0000561,2023-11-16,17:30:00,Credit,13890.89,Online,Investment,8153.02,Pending
TXN00001748,ACC0000561,2024-01-29,14:43:00,ATM Withdrawal,10981.15,ATM,Utility,8153.02,Pending
TXN00000001,ACC0000561,2024-03-04,13:43:00,Fee,9382.39,Online,Utility,8153.02,Pending
TXN00000529,ACC0000561,2024-04-22,15:19:00,Credit,9567.62,Online,Salary,8153.02,Failed
TXN00002491,ACC0000561,2024-10-12,11:59:00,Fee,7132.55,Online,Utility,1020.47,Completed
TXN00002631,ACC0000562,2022-06-13,22:25:00,Credit,14468.93,Mobile,Investment,54325.8,Failed
TXN00000784,ACC0000562,2022-06-15,22:03:00,ATM Withdrawal,10862.57,ATM,Purchase,43463.23,Completed
TXN00003501,ACC0000562,2024-02-09,18:10:00,Debit,11028.45,POS,Rent,43463.23,Pending
TXN00002302,ACC0000562,2024-07-02,11:58:00,Transfer,11764.27,Mobile,Transfer,31698.96,Completed
TXN00002662,ACC0000562,2024-07-02,20:42:00,Interest,4553.16,Online,Investment,31698.96,Failed
TXN00003168,ACC0000562,2024-07-22,10:11:00,Interest,10350.16,Online,Investment,31698.96,Pending
TXN00000152,ACC0000562,2024-08-05,18:29:00,Credit,639.9,Mobile,Refund,32338.86,Completed
TXN00002458,ACC0000562,2024-12-03,12:55:00,Credit,5162.81,Mobile,Refund,32338.86,Failed
TXN00004735,ACC0000563,2022-03-26,11:27:00,Transfer,6897.78,Online,Transfer,8165.09,Pending
TXN00003226,ACC0000563,2022-04-16,13:18:00,Transfer,13427.56,Online,Transfer,8165.09,Failed
TXN00000403,ACC0000563,2022-09-30,11:57:00,Interest,6290.65,Online,Investment,8165.09,Pending
TXN00000435,ACC0000563,2022-11-17,8:05:00,Credit,12076.79,Online,Investment,20241.88,Completed
TXN00004316,ACC0000563,2023-02-19,19:35:00,Transfer,10778.66,Branch,Investment,20241.88,Failed
TXN00004275,ACC0000563,2023-07-29,22:19:00,Transfer,3712.27,Online,Rent,16529.61,Completed
TXN00000704,ACC0000563,2023-09-06,17:02:00,Transfer,8982.63,Wire Transfer,Rent,16529.61,Pending
TXN00003002,ACC0000563,2023-10-18,19:44:00,Fee,13459.4,Online,Utility,3070.21,Completed
